"Season","Team","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRAA","wRC+","EV","BsR","Off","Def","WAR"
"2006","Twins","6228","143","801","754","101",".138",".316",".287",".347",".425",".334","14.6","101","","-1.4","5.9","13.5","22.7"
"1890","Solons","5332","16","831","620","353",".076","",".258",".341",".335",".334","-11.1","107","","10.4","62.8","103.9","30.6"
"1889","Solons","5365","36","779","617","304",".097",".290",".259",".335",".356",".334","3.8","103","","-0.7","25.3","-11.2","19.4"
"1973","Red Sox","6223","147","738","692","114",".134",".287",".267",".338",".401",".334","72.3","102","","8.1","23.0","40.3","28.3"
"1941","Indians","5913","103","677","618","63",".137",".272",".256",".323",".393",".334","-0.4","90","","-9.2","-87.3","36.7","16.6"
"1999","Tigers","6096","212","747","704","108",".181",".287",".261",".326",".443",".334","-34.8","92","","-10.1","-73.6","19.8","15.5"
"1985","Blue Jays","6107","158","759","714","144",".156",".289",".269",".331",".425",".334","79.3","104","","-3.7","23.0","44.6","27.5"
"2008","Phillies","6273","214","799","762","136",".182",".283",".255",".332",".438",".334","22.7","98","","23.6","4.7","123.4","32.8"
"1999","Cardinals","6354","194","809","763","134",".163",".300",".262",".338",".426",".334","-40.2","92","","5.2","-64.6","38.5","17.2"
"1982","White Sox","6242","136","786","747","136",".140",".300",".273",".337",".413",".334","75.5","104","","4.4","34.6","-63.1","17.8"
"2010","Brewers","6304","182","750","710","81",".161",".304",".262",".335",".424",".334","64.2","104","","0.6","32.4","66.3","30.0"
"2000","Red Sox","6371","167","792","755","43",".156",".297",".267",".341",".423",".334","-36.8","92","","-4.4","-76.1","21.3","16.4"
"1943","Pirates","6022","42","666","620","64",".096",".286",".262",".335",".357",".334","44.7","97","","10.2","-8.7","32.3","21.8"
"1921","Athletics","6060","82","655","609","69",".115",".294",".274",".331",".389",".334","-68.2","79","","6.1","-166.9","-6.4","3.3"
"1928","Indians","5993","34","677","619","49",".097",".304",".285",".336",".382",".334","-48.9","86","","-15.3","-122.1","9.8","10.1"
"1973","Orioles","6335","119","754","692","146",".123",".287",".266",".345",".389",".334","71.7","111","","7.3","85.1","98.2","41.2"
"1992","Athletics","6275","142","745","693","143",".129",".279",".258",".346",".386",".334","80.4","113","","4.3","97.2","-11.9","30.5"
"2006","Tigers","6198","203","822","785","60",".174",".310",".274",".329",".449",".334","11.3","99","","-1.6","-12.2","23.4","21.8"
"1949","Phillies","5935","122","662","622","27",".133",".272",".254",".325",".388",".334","-47.9","92","","4.3","-56.8","20.4","15.6"
"1955","Tigers","6070","130","775","724","41",".128",".276",".266",".344",".394",".334","31.4","99","","4.7","-6.4","27.5","23.8"
"1992","Orioles","6292","148","705","680","89",".138",".279",".259",".340",".398",".334","80.1","107","","-2.3","43.9","-5.6","25.4"
"1999","Dodgers","6338","187","793","761","167",".154",".294",".266",".339",".420",".334","-44.8","97","","2.7","-21.9","48.2","22.1"
"1893","Colonels","5105","19","759","616","203",".083",".275",".260",".338",".343",".334","-102.4","88","","-1.6","-108.6","-25.7","5.9"
"1955","Braves","5920","182","743","699","42",".166",".272",".261",".326",".427",".334","31.1","105","","2.0","35.6","57.0","26.3"
"2002","Twins","6196","167","768","731","79",".165",".309",".272",".332",".437",".334","39.6","101","","-5.6","1.1","45.0","25.7"
"1946","Giants","5834","121","612","576","46",".118",".266",".255",".328",".374",".334","20.7","96","","6.1","-18.4","28.4","19.3"
"1993","Rangers","6166","181","835","780","113",".164",".293",".267",".329",".431",".334","34.2","103","","-4.0","17.2","-12.0","20.1"
"1954","Braves","5921","139","670","636","54",".136",".276",".265",".327",".401",".334","0.3","95","","2.7","-32.0","51.8","21.2"
"1921","Cubs","5907","37","668","609","70",".086",".309",".292",".339",".378",".334","-67.5","89","","-11.2","-94.4","26.9","13.4"
"1938","Cubs","5972","65","713","673","49",".108",".286",".269",".338",".377",".334","-48.4","96","","7.6","-23.8","60.6","21.0"
"1908","Giants","5826","20","652","562","181",".066","",".267",".342",".333",".334","135.4","115","","-4.9","85.4","21.8","34.3"
"1890","Maumees","5132","24","739","512","421",".096","",".252",".333",".348",".334","-12.9","99","","29.3","20.8","26.5","18.9"
"2006","Mets","6291","200","834","800","146",".181",".293",".264",".334",".445",".334","6.3","99","","20.5","13.8","66.4","28.1"
"1997","White Sox","6201","158","779","740","106",".144",".298",".273",".341",".417",".334","5.5","100","","-0.8","1.2","-43.1","17.2"
"1958","Cubs","5902","182","709","666","39",".161",".284",".265",".330",".426",".334","62.1","99","","2.2","-7.7","33.4","22.2"
"1931","Robins","5814","71","681","633","45",".114",".295",".276",".331",".390",".334","-27.8","94","","7.8","-34.4","9.8","15.5"
"1928","Phillies","5917","85","660","607","52",".116",".283",".267",".333",".382",".334","-51.3","79","","7.5","-155.1","-18.9","1.1"
"2004","Angels","6296","162","836","783","143",".147",".312",".282",".341",".429",".334","18.0","103","","2.2","23.8","1.4","23.4"
"1944","Indians","6119","70","643","615","48",".106",".288",".266",".331",".372",".334","33.8","105","","-10.0","27.8","42.8","28.7"
"1958","Yankees","5971","164","759","717","48",".148",".288",".268",".336",".416",".334","62.2","111","","0.6","73.7","93.2","36.7"
"2010","Blue Jays","6072","257","755","732","58",".206",".269",".248",".312",".454",".334","60.6","105","","-12.3","25.1","-9.9","23.7"
"1897","Browns","5149","31","588","484","172",".081","",".275",".336",".356",".333","-92.4","83","","-8.5","-149.4","-51.9","-0.3"
"1914","Chi-Feds","5826","52","621","544","171",".095",".285",".258",".331",".352",".333","48.9","101","","16.4","24.5","71.9","30.9"
"1970","Cubs","6229","179","806","761","39",".155",".276",".259",".333",".415",".333","65.5","90","","3.4","-77.5","30.1","17.1"
"1987","Mariners","6145","161","760","717","174",".156",".295",".272",".335",".428",".333","38.4","99","","1.1","-9.0","-37.0","16.1"
"1994","Braves","4349","137","542","510","48",".167",".290",".267",".333",".434",".333","-3.2","97","","-3.9","-21.5","59.5","17.9"
"1973","Twins","6331","120","738","688","87",".122",".305",".270",".342",".393",".333","69.9","103","","2.5","26.4","-36.8","21.4"
"2016","Cubs","6335","199","808","767","66",".173",".302",".256",".343",".429",".333","75.6","106","88.1","17.3","61.3","104.8","37.1"
"1910","Athletics","5809","19","670","541","207",".089","",".266",".326",".355",".333","59.1","115","","0.6","89.9","66.8","36.1"
"1984","Yankees","6356","130","758","725","62",".129",".291",".276",".339",".404",".333","77.0","108","","-3.1","58.7","-56.5","21.6"
"1950","Senators","6029","76","690","659","42",".100",".282",".260",".347",".360",".333","-65.3","84","","-4.5","-141.3","9.9","8.2"
"2006","Rockies","6348","157","813","761","85",".163",".310",".270",".341",".433",".333","-1.6","87","","-2.7","-111.8","39.3","13.5"
"2000","Pirates","6369","168","793","749","86",".157",".299",".267",".339",".424",".333","-45.8","91","","-0.4","-82.5","-14.3","10.6"
"1980","Rangers","6320","124","756","720","91",".121",".296",".284",".339",".405",".333","62.6","107","","-2.1","48.8","-106.2","16.4"
"1940","Athletics","5948","105","703","648","48",".125",".283",".262",".334",".387",".333","-7.6","86","","-7.5","-122.6","-13.7","7.6"
"1990","Blue Jays","6223","167","767","729","111",".155",".291",".265",".328",".419",".333","70.2","107","","-0.7","49.5","8.4","26.5"
"2003","Astros","6320","191","805","763","66",".169",".289",".263",".336",".431",".333","24.4","97","","10.9","-15.9","76.6","26.4"
"1999","Devil Rays","6272","145","772","728","73",".137",".312",".274",".343",".411",".333","-40.5","92","","-7.5","-75.0","-71.2","6.8"
"1911","Reds","6089","21","682","595","290",".086",".290",".261",".337",".346",".333","-15.8","94","","13.0","-31.0","17.2","18.9"
"2009","Indians","6320","161","773","730","84",".153",".308",".264",".339",".417",".333","22.6","100","","-1.1","-0.7","-75.7","14.5"
"1911","Phillies","5751","60","658","564","153",".100",".284",".259",".328",".359",".333","-13.2","89","","-9.4","-86.9","34.5","13.8"
"2010","Rockies","6265","173","770","741","99",".162",".310",".263",".336",".425",".333","56.8","91","","9.3","-62.0","2.5","13.5"
"1949","White Sox","6003","43","648","591","62",".090",".284",".257",".347",".347",".333","-52.6","87","","-12.1","-111.9","57.7","14.9"
"1973","Giants","6274","161","739","684","112",".144",".287",".262",".335",".407",".333","65.0","102","","4.9","21.0","26.3","25.8"
"1996","Braves","6293","197","773","735","83",".162",".297",".270",".333",".432",".333","-16.0","99","","-4.2","-12.5","80.4","25.0"
"1903","Superbas","5233","15","666","539","273",".074","",".265",".348",".339",".333","59.6","99","","15.4","6.6","16.4","22.1"
"1944","Giants","5952","93","682","644","39",".106",".276",".263",".330",".370",".333","29.1","95","","4.4","-31.1","27.4","18.8"
"1933","Pirates","5962","39","667","618","34",".098",".298",".285",".333",".383",".333","12.9","103","","5.7","24.5","35.4","24.2"
"1943","Cubs","5972","52","631","580","53",".090",".283",".261",".336",".351",".333","39.8","101","","8.0","17.0","9.1","22.3"
"1978","Dodgers","6225","149","727","686","137",".138",".285",".264",".338",".402",".333","62.8","108","","8.2","64.4","44.1","33.4"
"1976","Red Sox","6154","134","716","664","95",".139",".285",".263",".324",".402",".333","80.9","104","","-8.5","14.6","2.2","22.3"
"2010","Rangers","6302","162","787","740","123",".143",".307",".276",".338",".419",".333","58.6","98","","4.5","-7.0","-4.1","21.8"
"1905","Reds","5865","27","736","611","181",".085","",".269",".332",".354",".333","100.0","98","","-4.6","-21.2","0.1","20.2"
"1983","Brewers","6240","132","764","732","101",".141",".292",".277",".333",".418",".333","66.5","109","","-0.1","65.3","-35.8","24.5"
"2008","Orioles","6211","172","782","750","81",".162",".296",".267",".333",".429",".333","22.9","99","","-5.1","-17.0","-7.7","19.0"
"1906","Naps","5987","12","664","548","203",".078","",".279",".325",".357",".333","103.1","113","","-0.5","77.6","78.8","39.2"
"2007","Mariners","6209","153","794","754","81",".138",".313",".287",".337",".425",".333","9.4","103","","-9.6","10.7","-68.4","15.3"
"1941","Pirates","5952","56","690","634","59",".100",".288",".268",".338",".368",".333","-6.7","98","","9.0","-6.4","45.3","22.0"
"1991","Red Sox","6259","126","731","691","59",".133",".293",".269",".340",".401",".333","71.2","100","","-3.8","-1.0","13.6","22.1"
"1960","White Sox","5966","112","741","684","122",".126",".287",".270",".345",".396",".333","63.1","103","","7.6","29.6","76.1","28.9"
"1914","Packers","5711","39","644","557","171",".097",".297",".267",".324",".364",".333","45.5","97","","17.4","0.0","7.2","21.1"
"1872","Red Stockings","2151","7","521","343","47",".088",".318",".317",".326",".405",".333","75.1","113","","4.2","65.7","55.4","16.4"
"1986","Twins","6151","196","741","700","81",".167",".284",".261",".325",".428",".333","59.4","100","","-8.7","-8.4","-45.8","15.5"
"1910","Cardinals","5798","15","637","527","179",".072",".278",".248",".345",".319",".333","56.6","97","","-10.0","-27.7","-22.0","16.7"
"1927","Phillies","5956","57","678","617","68",".090",".299",".280",".337",".370",".333","-61.3","80","","9.3","-138.7","-32.1","1.9"
"1899","Senators","5783","47","743","613","176",".091","",".272",".328",".363",".333","-51.3","88","","-6.7","-110.7","-71.5","3.2"
"1987","Rangers","6248","194","823","772","120",".165",".296",".266",".333",".430",".333","35.7","99","","-8.8","-17.8","-49.7","14.3"
"1914","Tigers","5909","25","615","513","211",".086",".285",".258",".336",".344",".333","46.1","102","","-32.4","-16.7","36.6","26.9"
"2018","Dodgers","6358","235","804","756","75",".191",".294",".250",".333",".442",".333","87.6","111","89.2","11.4","99.3","38.3","34.8"
"1977","Rangers","6342","135","767","704","154",".135",".299",".270",".342",".405",".333","44.4","104","","1.2","33.6","41.0","29.3"
"1993","White Sox","6253","162","776","731","106",".146",".284",".265",".338",".411",".333","30.9","104","","-1.1","26.8","41.3","26.7"
"2007","Angels","6198","123","822","776","139",".133",".315",".284",".345",".417",".333","8.9","100","","3.7","5.3","2.0","21.6"
"1898","Giants","5907","34","837","712","214",".087","",".266",".328",".353",".333","-5.2","97","","8.9","-15.5","-5.4","18.8"
"1977","Dodgers","6328","191","769","729","114",".152",".284",".265",".335",".418",".332","41.2","104","","2.3","29.6","50.6","29.1"
"1952","Athletics","5975","89","664","632","52",".106",".269",".253",".343",".359",".332","22.1","94","","-0.2","-45.4","20.6","17.4"
"1957","Red Sox","5993","153","721","695","29",".143",".278",".262",".341",".405",".332","66.9","96","","1.9","-24.2","57.7","22.5"
"1898","Senators","5785","36","704","591","197",".085","",".271",".327",".355",".332","-6.4","93","","6.3","-45.5","-66.3","9.5"
"1979","Twins","6297","112","764","714","66",".123",".299",".278",".341",".402",".332","41.8","98","","-2.9","-19.3","-27.9","16.4"
"1958","Giants","5996","170","727","682","64",".159",".281",".263",".331",".422",".332","55.8","100","","4.8","2.6","29.7","23.2"
"1923","Athletics","5863","53","662","577","72",".099",".293",".271",".334",".370",".332","-68.1","82","","1.2","-134.5","16.1","7.2"
"2017","Rockies","6201","192","824","793","59",".171",".332",".273",".338",".444",".332","53.7","88","86.8","-6.4","-105.8","39.9","13.7"
"1936","Athletics","5991","72","714","663","59",".107",".291",".269",".336",".376",".332","-87.6","76","","-10.8","-231.9","30.8","2.5"
"1975","Twins","6225","121","724","669","81",".115",".293",".271",".341",".386",".332","52.2","103","","-1.3","22.3","-17.6","21.7"
"2001","Red Sox","6264","198","772","739","46",".173",".300",".266",".334",".439",".332","27.9","100","","-6.3","-3.8","-67.4","14.2"
"1942","Giants","5881","109","675","632","39",".107",".264",".254",".330",".361",".332","33.8","100","","4.9","7.0","54.8","24.4"
"1900","Pirates","5317","26","733","602","174",".096","",".272",".327",".368",".332","-30.3","92","","-3.7","-64.8","49.2","17.5"
"1955","Phillies","5864","132","675","631","44",".139",".270",".255",".340",".395",".332","23.5","99","","0.8","-10.7","75.0","23.2"
"2003","Phillies","6333","166","791","757","72",".158",".301",".261",".343",".419",".332","20.7","100","","1.2","1.3","59.1","26.4"
"1990","Red Sox","6234","106","699","660","53",".123",".300",".272",".344",".395",".332","64.0","102","","-12.5","2.7","-55.0","15.2"
"1975","Athletics","6185","151","758","703","183",".136",".275",".254",".333",".391",".332","50.0","111","","5.9","81.2","20.4","31.6"
"1983","Red Sox","6251","142","724","690","30",".139",".289",".270",".335",".409",".332","63.0","99","","-5.2","-10.2","-33.2","16.9"
"2008","Mets","6388","172","799","751","138",".154",".296",".266",".340",".420",".332","14.0","100","","12.7","13.4","72.0","28.9"
"2019","Braves","6302","249","855","824","89",".195",".305",".258",".336",".452",".332","62.3","102","89.2","11.0","23.7","46.2","26.6"
"2001","Twins","6185","164","771","717","146",".161",".310",".272",".337",".433",".332","25.1","99","","-0.2","-5.2","13.0","21.8"
"1921","Phillies","5760","88","617","573","66",".113",".308",".284",".324",".397",".332","-74.1","77","","-6.1","-174.2","-9.9","1.5"
"1978","Tigers","6299","129","714","666","90",".120",".288",".271",".339",".392",".332","66.9","103","","4.2","27.8","-0.6","24.5"
"1955","White Sox","6000","116","725","677","69",".120",".282",".268",".344",".388",".332","20.8","97","","0.8","-20.3","70.7","26.5"
"1981","Phillies","4143","69","491","453","103",".115",".291",".273",".341",".389",".332","52.4","107","","3.7","34.8","-10.2","17.7"
